id,ano,status,ementa,autor,url
843319,2014,,"Reduz a zero as aliquotas da Contribuição para o PIS/PASEP, da COFINS, da Contribuição para o PIS/Pasep-Importação e da Cofins-Importação incidentes sobre a receita de vendas e na importação de partes utilizadas em aerogeradores; prorroga os benefícios previstos nas Leis nºs 9.250, de 26 de dezembro de 1995, 9.440, de 14 de março de 1997, 10.931, de 2 de agosto de 2004, 11.196, de 21 de novembro de 2005, 12.024, de 27 de agosto de 2009, e 12.375, de 30 de dezembro de 2010; altera o art. 46 da Lei nº 12.715, de 17 de setembro de 2012, que dispõe sobre a devolução ao exterior ou a destruição de mercadoria estrangeira cuja importação não seja autorizada; altera as Leis nºs 9.430, de 27 de dezembro de 1996, 12.546, de 14 de dezembro de 2011, 12.973, de 13 de maio de 2014, 9.826, de 23 de agosto de 1999, 10.833, de 29 de dezembro de 2003, 10.865, de 30 de abril de 2004, 11.051, de 29 de dezembro de 2004, 11.774, de 17 de setembro de 2008, 10.637, de 30 de dezembro de 2002, 12.249, de 11 de junho de 2010, 10.522, de 19 de julho de 2002, 12.865, de 9 de outubro de 2013, 10.820, de 17 de dezembro de 2003, 6.634, de 2 de maio de 1979, 7.433, de 18 de dezembro de 1985, 11.977, de 7 de julho de 2009, 10.931, de 2 de agosto de 2004, 11.076, de 30 de dezembro de 2004, 9.514, de 20 de novembro de 1997, 9.427, de 26 de dezembro de 1996, 9.074, de 7 de julho de 1995, 12.783, de 11 de janeiro de 2013, 11.943, de 28 de maio de 2009, 7.565, de 19 de dezembro de 1986, 12.462, de 4 de agosto de 2011, 9.503, de 23 de setembro de 1997, 11.442, de 5 de janeiro de 2007, 8.666, de 21 de junho de 1993, 9.782, de 26 de janeiro de 1999, 6.360, de 23 de setembro de 1976, 5.991, de 17 de dezembro de 1973, 7.889, de 23 de novembro de 1989, 1.283, de 18 de dezembro de 1950, 12.485, de
12 de setembro de 2011, 5.070, de 7 de julho de 1966, 9.472, de 16 de julho de 1997, 10.480, de 2 de julho de 2002, 8.112, de 11 de dezembro de 1990, 6.530, de 12 de maio de 1978, 5.764, de 16 de dezembro de 1971, 8.080, de 19 de setembro de 1990, 11.079, de 30 de dezembro de 2004, 13.043, de 13 de novembro de 2014, os Decretos-Lei nº 745, de 7 de agosto de 1969 e 3.365, de 21 de junho de 1941, e o Decreto nº 70.235, de 6 de março de 1972; revoga dispositivos das Leis nºs 4.380, de 21 de agosto de 1964, 6.360, de 23 de setembro de 1976, 7.789, de 23 de novembro de 1989, 8.666, de 21 de junho de 1993, 9.782, de 26 de janeiro de 1999, 10.150, de 21 de dezembro de 2000, 9.430, de 27 de dezembro de 1996, 12.973, de 13 de maio de 2014, 8.177, de 1º de março de 1991, 10.637, de 30 de dezembro de 2002, 10.833, de 29 de dezembro de 2003, 10.865, de 30 de abril de 2004, 11.051, de 29 de dezembro de 2004 e 9.514, de 20 de novembro de 1997, e do Decreto-Lei nº 3.365, de 21 de junho de 1941; e dá outras providências.",Comissão Mista da MPV 656/2014,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1293062
1203637,2015,Aguardando Definição Encaminhamento,"Cria o Estatuto Nacional do Ciclista, o Conselho Nacional do Ciclista - CONACICLO, o Fundo Nacional de Incentivo ao Ciclista - FUNACICLO, altera a Lei 9503/97 (Código de Trânsito Brasileiro), estabelece dispositivos de incentivo ao uso de ciclos como meio de transporte, regulamenta a atividade profissional de ciclotaxista e cicloboy e dá outras providências.",Glauber Braga,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1321349
1214990,2015,Tramitando em Conjunto,Dispõe sobre a isenção do Imposto sobre Produtos Industrializados - IPI de equipamentos de segurança no trânsito obrigatórios.,Christiane de Souza Yared,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1323434
1215365,2015,Tramitando em Conjunto,"Acrescenta o art. 114-A na Lei 9.503, de 23 de setembro de 1997 - Código de Trânsito Brasileiro - para obrigar os fabricantes de bicicletas a gravarem número de série em local de fácil visibilidade, bem como obrigar os comerciantes a informar referido número em documentos fiscais",Roberto Britto,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1324243
1228039,2015,Tramitando em Conjunto,"Altera o §1º do art. 302 da Lei nº 9.503, de 23 de setembro de 1997 - Institui o Código de Trânsito Brasileiro-, para incluir como causa de aumento de pena do crime de homicídio culposo quando ocasionar a morte e lesão corporal de ciclistas e condutores de veículos de propulsão humana em ciclofaixas, em vias públicas ou em vias públicas de uso misto.",Rogério Rosso,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1326737
1234066,2015,Tramitando em Conjunto,"Desonera as operações com bicicletas, suas partes, peças e acessórios, do pagamento do Imposto sobre Produtos Industrializados - IPI, da Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social - COFINS.",Augusto Carvalho,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1331053
1243802,2015,Arquivada,"Dispõe sobre a instalação de suporte para colocação de bicicletas nos ônibus de transporte coletivo de passageiros - ""Bike Bus"" e altera a Lei nº 9.504, de 23 de setembro de 1997 - Código de Trânsito Brasileiro.",Rogério Rosso,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1332733
1279436,2015,Arquivada,"Dispõe sobre incentivos fiscais à aquisição de bicicletas, skates, patins e patinetes e dá outras providências.",Veneziano Vital do Rêgo,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1336190
1280060,2015,Tramitando em Conjunto,Dispõe sobre incentivos fiscais à aquisição de bicicletas.,Betinho Gomes,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1337748
1548963,2015,Aguardando Designação de Relator,"Altera a Lei nº 9.503, de 23 de setembro de 1997 que ""Institui o Código de Trânsito Brasileiro"" para disciplinar o trânsito nas ciclovias e ciclofaixas.",Fabio Reis,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1355756
1549366,2015,Tramitando em Conjunto,"Altera a Lei nº 12.587, de 3 de janeiro de 2012, que institui as diretrizes da Política Nacional de Mobilidade Urbana, para prever um percentual mínimo de espaço, em estacionamentos, para os veículos de transporte não motorizado.",Veneziano Vital do Rêgo,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1356624
1585109,2015,Tramitando em Conjunto,"Altera a Lei nº 10.925, de 23 de julho de 2004, e isenta de Imposto sobre Produtos Industrializados as bicicletas.",Elcione Barbalho,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1362928
1594601,2015,Retirado pelo Autor,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre a identificação, o registro e o licenciamento de bicicletas e ciclomotores.",Silvio Costa,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1366061
1598867,2015,Tramitando em Conjunto,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que ""institui o Código de Trânsito Brasileiro"" para criar o Cadastro Nacional de Bicicletas e dá outras providências.",Felipe Bornier,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1368126
1672670,2015,Tramitando em Conjunto,Veda o tráfego de bicicletas e congêneres nas vias em que haja ciclovia marginal e dá outras providências.,Pastor Franklin,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1374889
1692937,2015,Aguardando Designação de Relator,"Altera a Lei nº 12.587, de 3 de janeiro de 2012, que institui as diretrizes da Política Nacional de Mobilidade Urbana, para fortalecer a institucionalização do transporte cicloviário na política de mobilidade urbana.",Senado Federal - Randolfe Rodrigues,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1376835
1700877,2015,Tramitando em Conjunto,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que ""institui o Código de Trânsito Brasileiro, e da outras providências"".",Rogério Rosso,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1379152
2053337,2015,Tramitando em Conjunto,"Reconhece o uso da bicicleta como modalidade de transporte regular, obrigando a previsão de um percentual de ciclovias em função da extensão da malha viária urbana.",Carlos Henrique Gaguim,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1410453
2071730,2015,Arquivada,"Altera a Lei nº 9.503, de 1997, que institui o Código de Trânsito Brasileiro, no tocante à penalidade por estacionar veículo em locais impróprios.",Arthur Virgílio Bisneto,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1422684
2074616,2015,Tramitando em Conjunto,Institui incentivos à utilização de bicicletas nas cidades e orienta o poder público para a construção de ciclovias.,Marcelo Belinati,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1423136
2075799,2015,,"Altera o art. 97 da lei nº 8.112, de 11 de dezembro de 1990,que dispõe sobre as hipóteses de licença ao servidor público federal.",Augusto Carvalho,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1425559
2076739,2016,Tramitando em Conjunto,"Altera a Lei nº. 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre a aplicação dos recursos arrecadados com a cobrança das multas de trânsito.",Gorete Pereira,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1431610
2079109,2016,Arquivada,"Cria o Espaço do Ciclista, nas dependências da Câmara dos Deputados, com infraestrutura física e operacional de apoio aos servidores que utilizam bicicletas como meio de transporte ao trabalho.",Chico Lopes,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1441205
2079565,2016,Tramitando em Conjunto,"Isenta as bicicletas, suas partes, peças e acessórios, do pagamento do Imposto sobre Produtos Industrializados - IPI.",Iracema Portella,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1443694
2080107,2016,Tramitando em Conjunto,"Inclui dispositivo no texto da Lei nº 9.503, de 23 de setembro de 1997, para dispor sobre sinalização em rodovias.",Rômulo Gouveia,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1445019
2080819,2016,Tramitando em Conjunto,Dispõe sobre incentivos fiscais à aquisição de bicicletas.,Eros Biondini,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1446885
2083387,2016,Tramitando em Conjunto,Dispõe sobre isenção de Imposto sobre produtos industrializados incidente sobre bicicletas e seus acessórios.,Vicentinho Júnior,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1454953
2088840,2016,Tramitando em Conjunto,"Isenta do Imposto sobre Produtos Industrializados (IPI) as bicicletas, nas condições que estabelece.",Lobbe Neto,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1469740
2090370,2016,Tramitando em Conjunto,Obriga a destinação de espaços a estacionamentos para bicicletas em empresas públicas e privadas.,Felipe Bornier,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1474322
2111211,2016,Tramitando em Conjunto,"Cria o Fundo Nacional de Incentivo ao Uso da Bicicleta - FUNBIKE, transforma a bicicleta como meio de transporte regular, torna obrigatória a previsão de ciclovias e ciclofaixas na malha viária urbana e dá outras providências.",Francisco Chapadinha,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1490549
2119750,2016,Tramitando em Conjunto,"Esta Lei modifica as leis nº 12.587, de 3 de janeiro de 2012, que ""Institui as diretrizes da Política Nacional de Mobilidade Urbana; revoga dispositivos dos Decretos-Leis nºs 3.326, de 3 de junho de 1941, e 5.405, de 13 de abril de 1943, da Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, e das Leis nºs 5.917, de 10 de setembro de 1973, e 6.261, de 14 de novembro de 1975; e dá outras providências"", e nº 10.257, de 10 de julho de 2001, que ""Regulamenta os arts. 182 e 183 da Constituição Federal, estabelece diretrizes gerais da política urbana e dá outras providências"", para dispor sobre a inclusão de bicicletários no Sistema Nacional de Mobilidade Urbana e nos Planos de Mobilidade Urbana, e determinar a implantação de estrutura bicicletária nas instalações onde funcionam órgãos, entidades e unidades administrativas e operacionais da Administração Pública direta e indireta de qualquer dos poderes da União, dos Estados, do Distrito Federal e dos Municípios, e dá outras providências.",Mário Heringer,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1513403
2121468,2016,Tramitando em Conjunto,"Equipara às bicicletas comuns os veículos ciclo-motores elétricos e à combustão de baixa potência, nos termos que especifica, e dá outras providências.",Guilherme Mussi,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1518011
2122659,2017,Tramitando em Conjunto,"Desonera as operações com bicicletas, suas partes, peças e acessórios, do pagamento do Imposto sobre Produtos Industrializados - IPI, da Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social - COFINS.",Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1522438
2122662,2017,Tramitando em Conjunto,Institui o Programa Adote uma Ciclovia para incentivar o uso da bicicleta visando a melhoria das condições de mobilidade urbana.,Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1522441
2132414,2017,Tramitando em Conjunto,"Altera a Lei nº 12.587, de 3 de janeiro de 2012, para dispor sobre a obrigatoriedade de reserva de vagas destinadas para bicicletas em estacionamentos.",Iracema Portella,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1550150
2142715,2017,Tramitando em Conjunto,"Acrescenta dispositivo à Consolidação das Leis do Trabalho, aprovada pelo Decreto-lei nº 5.452, de 1º de maio de 1943, para dispor sobre a obrigatoriedade de instalação de bicicletários e vestiários pelos empregadores.",Givaldo Vieira,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1572508
2154113,2017,Tramitando em Conjunto,"Reduz a zero as alíquotas da Contribuição para o PIS/Pasep e da Cofins incidentes sobre operações de importação e de venda no mercado interno de bicicletas, suas partes e acessórios, e dá outras providências.",Ronaldo Carletto,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1605036
2157689,2017,Tramitando em Conjunto,"Altera a Lei nº 10.925, de 23 de julho de 2004, e isenta de Imposto sobre Produtos Industrializados as bicicletas.",Rôney Nemer,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1611804
2174633,2018,Transformado em Norma Jurídica,"Altera a Lei nº 13.089, de 12 de janeiro de 2015, que institui o Estatuto da Metrópole, e a Lei nº 12.587, de 3 de janeiro de 2012, que institui as diretrizes da Política Nacional de Mobilidade Urbana.",Comissão Mista da MPV 818/2018,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1658473
2181674,2018,Tramitando em Conjunto,"Autoriza aprovar a construção, com recursos próprios, e dentro de suas instalações, de um bicicletário em edifícios com mais de 80 (oitenta) unidades e obriga os municípios com mais de 100 (cem) mil habitantes a criar e a elaborar um Plano Municipal Cicloviário.",Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1676218
2181675,2018,Tramitando em Conjunto,"Altera a Lei nº 12.587, de 3 de janeiro de 2012 (Política Nacional de Mobilidade Urbana), para criar um sistema de compartilhamento de bicicletas nas áreas urbanas.",Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1676222
2182399,2018,Aguardando Designação de Relator,Institui o Selo Empresa Amiga do Ciclista e dá outras providências.,Sergio Vidigal,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1679050
2187721,2018,Tramitando em Conjunto,Dispõe sobre incentivos fiscais à aquisição de bicicletas dá outras providências.,Carlos Henrique Gaguim,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1695916
2190907,2019,Tramitando em Conjunto,Altera a alíquota do IPI - Imposto sobre Produtos Industrializados dos ciclomotores na posição 8711.60.00 da Nomenclatura Comum do Mercosul - NCM.,Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1707268
2192414,2019,Tramitando em Conjunto,"Altera o artigo 2° da Lei n° 13.724, de 04 de outubro de 2018, que ""Institui o Programa Bicicletas Brasil (PBB) para incentivar o uso da bicicleta visando à melhoria das condições de mobilidade urbana"".",Amaro Neto,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1712251
2195726,2019,Tramitando em Conjunto,"Institui a obrigatoriedade de instalação de dispositivo antifurto para localização por satélite em bicicletas, motocicletas, motonetas e ciclomotores.",Jesus Sérgio,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1724737
2196257,2019,Tramitando em Conjunto,"Altera a Lei nº 10.257, de 10 de julho de 2001 para determinar implantação de ciclovias e ciclofaixas nos municípios no plano diretor.",Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1726799
2197694,2019,Tramitando em Conjunto,"Dispões sobre o uso de bicicletas de propulsão elétrica, dotadas ou não de pedais acionados pelo condutor e de patinetes de propulsão elétrica. (PL Mobilidade Urbana Sustentável)",Aureo Ribeiro,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1731361
2198020,2019,Tramitando em Conjunto,Dispõe sobre a obrigatoriedade de bicicletas contarem com circuito eletrônico integrado (chip) que permita sua localização e dá outras providências.,Otoni de Paula,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1732894
2198176,2019,Tramitando em Conjunto,"Altera a Lei nº 10.257, de 10 de julho de 2001 para determinar implantação e manutenção de paraciclos no plano diretor.",Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1733270
2199282,2019,Tramitando em Conjunto,"Altera a Lei nº 7.418, de 16 de dezembro de 1985, que ""institui o Vale-Transporte e dá outras providências"", para prever outras modalidades de transporte.",Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1737184
2199871,2019,Tramitando em Conjunto,Disciplina o transporte de patinetes e similares em ciclovias e ciclofaixas e dá  outras providências.,Gonzaga Patriota,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1740897
2201490,2019,Tramitando em Conjunto,Dispõe sobre a segurança e a proteção do ciclista através do treinamento dos condutores de veículos de transporte coletivo de passageiros.,Juninho do Pneu,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1744533
2201523,2019,Aguardando Parecer,Obriga o suporte bicicletário nos ônibus coletivos.,Juninho do Pneu,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1744688
2203125,2019,Tramitando em Conjunto,"Altera a Lei nº 12.587, de 3 de janeiro de 2012, para dispor sobre a obrigatoriedade de reserva de vagas destinadas para bicicletas em prédios públicos.",Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1747375
2204267,2019,Tramitando em Conjunto,"Dispõe sobre o compartilhamento de veículo e equipamento individual autopropelido, destinado a micromobilidade em vias públicas urbanas, realizado por meio de aplicativos ou outras plataformas de comunicação em rede.",André de Paula,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1750834
2204467,2019,Tramitando em Conjunto,"Altera a Lei nº 10.257, de 10 de julho de 2001, prevendo a implantação de bicicletas públicas compartilhadas.",Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1751488
2204558,2019,Tramitando em Conjunto,Isenta de IPI bicicletas comuns e elétricas,Célio Studart,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1751879
2205746,2019,Tramitando em Conjunto,"Altera a Lei nº 12.587, de 3 de janeiro de 2012, para regulamentar o transporte com veículos ciclo motorizados elétricos e dá outras providências.",Lucas Gonzalez - Vinicius Poit,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1757638
2206203,2019,Transformado em Norma Jurídica,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro.

NOVA EMENTA: Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para modificar a composição do Conselho Nacional de Trânsito e ampliar o prazo de validade das habilitações; e dá outras providências.",Poder Executivo,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1760995
2206256,2019,Tramitando em Conjunto,"Obriga-se aos fabricantes de bicicletas a gravarem um número de série e aterem o mesmo numero em suas notas ficais. Acrescentando o art. 114-A na Lei 9.503, de 23 de setembro de 1997 - Código de Trânsito Brasileiro.",Charles Fernandes,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1759286
2206294,2019,Aguardando Definição Encaminhamento,Dispõe sobre o Sistema Compartilhado de Micromobilidade como instrumento da Política Nacional de Mobilidade Urbana.,Eli Corrêa Filho,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1759349
2207711,2019,Tramitando em Conjunto,Altera o art. 68 do Código de Trânsito Brasileiro para determinar a obrigatoriedade de construção de ciclovias e passarelas dotadas de iluminação nos trechos urbanos de vias rurais.,Severino Pessoa,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1763840
2208524,2019,Tramitando em Conjunto,"Altera a Lei nº 13.724, de 4 de outubro de 2018, para incluir no rol de ações do Programa Bicicleta Brasil (PBB) sistema de financiamento para aquisição de bicicletas.",Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1766212
2209380,2019,Tramitando em Conjunto,Dispõe sobre a dedução do Imposto de Renda Pessoa Jurídica (IRPJ) das despesas com construção ou disponibilização mediante locação de vestiários e paraciclos para os funcionários de pessoas jurídicas tributadas pelo Lucro Real.,Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1769523
2212455,2019,Tramitando em Conjunto,Obriga a previsão de implantação de ciclovias como parte integrante das rodovias federais nos termos que específica.,Schiavinato,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1780717
2216363,2019,Tramitando em Conjunto,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre a circulação de bicicletas e pedestres.",Luiz Lima,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1793732
2216436,2019,Tramitando em Conjunto,Altera o Código de Trânsito Brasileiro para garantir ultrapassagem segura a ciclistas.,Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1793973
2218687,2019,Tramitando em Conjunto,"Dispõe sobre a obrigatoriedade de implantação de ciclovias/ciclofaixas pelo Poder Público ou empresas concessionárias/privadas em obras e serviços de engenharia, nas intervenções viárias metropolitanas, e de paraciclos e bicicletários em terminais rodoviários, estações metroferroviárias, instalações portuárias, espaços públicos e privados de trabalho, ensino, comércio e lazer, assim como dá nova redação a Lei nº 8.666 de 21 de junho de 1993 que ""Institui normas para licitações e contratos da Administração Pública"", a Lei nº 9.503, de 23 de setembro de 1997 que ""Institui o Código de Trânsito Brasileiro"", a Lei nº 12.587, de 3 de janeiro de 2012 que ""Institui as diretrizes da Política Nacional do Mobilidade Urbana"", a Lei nº 10.257, de 10 de julho de 2001 que ""Estabelece diretrizes gerais da política urbana - Estatuto das Cidades"", a Lei nº 11.977 de 7 de julho de 2009 que "" Dispõe sobre o Programa Minha Casa, Minha Vida - PMCMV e a regularização fundiária de assentamentos localizados em áreas urbanas, e dá outras providências",Bira do Pindaré,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1802366
2220041,2019,Aguardando Designação de Relator,"Dispõe sobre a doação de bicicletas apreendidas por ato administrativo ou de polícia, para instituições beneficentes.",Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1806302
2223541,2019,Tramitando em Conjunto,"Dispõe sobre a regulamentação dos serviços de compartilhamento de bicicletas, bicicletas elétricas e veículos de mobilidade individual.",Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1815413
2227745,2019,Tramitando em Conjunto,"Altera o Código de Trânsito Brasileiro, Lei 9.503, de 23 de setembro de 1997, para disciplinar a disposição e o uso de equipamentos de mobilidade individual autopropelidos e de compartilhamento.",Afonso Motta,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1828282
2229876,2019,Tramitando em Conjunto,"Altera o art. 320 do Código de Trânsito Brasileiro para garantir percentual mínimo de aplicação de recursos arrecadados com a cobrança de multas em implantação e adequação de calçadas, passarelas para pedestres, ciclovias e ciclofaixas.",Glaustin Fokus,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1835167
2230197,2019,Tramitando em Conjunto,"Concede incentivos fiscais da contribuição para o PIS/PASEP, da Contribuição para o Financiamento da Seguridade Social - COFINS, do Imposto sobre Produtos Industrializados - IPI e do Imposto de Renda das Pessoas Físicas - IRPF, para as bicicletas classificadas no código 87.12 da Tipi.",João Daniel,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1835922
2233785,2019,Tramitando em Conjunto,"Isenta do Imposto sobre Produtos Industrializados - IPI os produtos, partes e peças que especifica, quando empregados na fabricação de equipamentos destinados à geração de energia a partir de fontes renováveis.",Ricardo Teobaldo,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1845369
2318561,2019,Aguardando Parecer,"Altera a Lei nº 10.257, de 10 de julho de 2001, e a Lei nº 13.724, de 4 de outubro de 2018, para ampliar a participação popular no processo de implantação de infraestruturas destinadas à circulação de bicicletas, bem como para determinar a compatibilização do Plano de Mobilidade Urbana com a ampliação do perímetro urbano.",Senado Federal - Leila Barros,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2151786
2237145,2020,Tramitando em Conjunto,Altera a alíquota do IPI - Imposto sobre Produtos Industrializados às bicicletas classificadas na posição 87.12 da Nomenclatura Comum do Mercosul- NCM.,Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1857829
2253677,2020,Aguardando Designação de Relator,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para que trabalhadores que optem pelo uso de bicicleta para se deslocar no percurso residência-trabalho e vice-versa para evitar contaminação pela Covid-19 possa perceber o vale-transporte em espécie enquanto perdurar o estado de emergência pública causada pelo coronavírus (covid-19).",Hugo Leal,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1897481
2255626,2020,Aguardando Designação de Relator,"Dispõe sobre a isenção do Imposto sobre Produtos Industrializados - IPI para a cadeia de produção e aquisição de bicicletas, durante o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020, decorrente do coronavírus (COVID-19).",Otto Alencar Filho - Rodrigo Coelho - Túlio Gadêlha,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1905474
2256649,2020,Aguardando Parecer,Regulamenta o serviço de entrega de mercadorias com o uso de bicicleta por intermédio de empresa de plataforma digital.,Eduardo Bismarck,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1909567
2262111,2020,Tramitando em Conjunto,"Concede isenção do Imposto sobre Produtos Industrializados - IPI, da das contribuições para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/Pasep, e da Contribuição para o Financiamento da Seguridade Social - Cofins para bicicletas.",Pompeo de Mattos,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1928263
2264217,2020,Aguardando Parecer,"Dispõe sobre a certificação de segurança de baterias utilizadas em bicicletas, patins e hoverboards com a finalidade de propulsão elétrica.",Otoni de Paula,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1935529
